Car,price,details,post_date,mileage,enginetype,city,year,car,engine
"Opel Astra հետչբեք, 1.6 լ, 1999 թ., գազ","$4,500 ","Աբովյան, 1999 թ., 293,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:05",", 293,000 կ",Բենզին,Աբովյան,1999 ,Opel Astra հետչբեք,1.6 
"Toyota Ipsum, 2.4 լ, 2002 թ., գազ","$6,000 ","Նոր Նորք, 2002 թ., 240,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:05",", 240,000 կ",Բենզին,Նոր Նորք,2002 ,Toyota Ipsum,2.4 
"MINI Cooper S Countryman հետչբեք, 1.6 լ, լիաքարշ, 2013 թ.","$12,000 ","Քանաքեռ Զեյթուն, 2013 թ., 204,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:05",ւ,2013 ,Քանաքեռ Զեյ,,MINI Cooper S Countryman հետչբեք,1.6 
"Chevrolet Malibu, 1.5 լ, 2018 թ.","$10,600 Զեղչ","Կենտրոն, 2018 թ., 135,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:05",", 135,000 կ",Բենզին,Կենտրոն,2018 ,Chevrolet Malibu,1.5 
"Kia Forte, 2.0 լ, 2019 թ.","$19,000 ","Աբովյան, 2019 թ., 33,700 մղոն, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:05",", 33,700 մղո",Բենզին,Աբովյան,2019 ,Kia Forte,2.0 
"Toyota Alphard, 2.4 լ, 2004 թ., գազ","$14,000 ","Նոր Նորք, 2004 թ., 140,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:05",", 140,000 կ",Բենզին,Նոր Նորք,2004 ,Toyota Alphard,2.4 
"Kia Cadenza, 2.7 լ, 2011 թ., գազ","$12,000 ","Էրեբունի, 2011 թ., 104,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:05",", 104,000 կ",Բենզին,Էրեբունի,2011 ,Kia Cadenza,2.7 
"VAZ (Lada) 2107, 1.7 լ, 2010 թ., գազ","$4,100 ","Վերին Արտաշատ, 2010 թ., 83,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:05",", 83,000 կ",Բենզին,Վերին Արտաշատ,2010 ,VAZ (Lada) 2107,1.7 
"Mitsubishi Montero Sport, 3.0 լ, 2001 թ., գազ","$6,400 ","Կոշ, 2001 թ., 220,000 մղոն, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:04",", 220,000 մղո",Բենզին,Կոշ,2001 ,Mitsubishi Montero Sport,3.0 
"Volkswagen Golf հետչբեք, 1.6 լ, 1994 թ., գազ","$2,500 ","Հրազդան, 1994 թ., 950,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:04",", 950,000 կ",Բենզին,Հրազդան,1994 ,Volkswagen Golf հետչբեք,1.6 
"UAZ (УАЗ) 3151, 2.4 լ, լիաքարշ, 1998 թ., գազ","$5,900 ","Նոյեմբերյան, 1998 թ., 90,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:04",", 90,000 կ",Բենզին,Նոյեմբերյան,1998 ,UAZ (УАЗ) 3151,2.4 
"Daihatsu Cuore հետչբեք, 0.8 լ, 1998 թ.","700,000 ֏ ","Հրազդան, 1998 թ., 220,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:04",", 220,000 կ",Բենզին,Հրազդան,1998 ,Daihatsu Cuore հետչբեք,0.8 
"Mazda 6, 2.3 լ, 2003 թ., գազ","$5,900 ","Խաչփառ, 2003 թ., 96,000 մղոն, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:04",", 96,000 մղո",Բենզին,Խաչփառ,2003 ,Mazda 6,2.3 
"Chevrolet Volt հետչբեք, 1.5 լ, հիբրիդ, 2016 թ.","$16,000 ","Դավիթաշեն, 2016 թ., 77,425 մղոն, Հիբրիդ","Կիրակի, Ապրիլ 14, 2024 21:04",շե,2016 ,Դավի,,Chevrolet Volt հետչբեք,1.5 
"Mercedes-Benz C-Class, 1.8 լ, 1999 թ., գազ","$3,900 ","Գյումրի, 1999 թ., 260,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:04",", 260,000 կ",Բենզին,Գյումրի,1999 ,Mercedes-Benz C-Class,1.8 
"Toyota Ipsum, 2.4 լ, 2001 թ., գազ","$6,500 ","Գյումրի, 2001 թ., 250,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:04",", 250,000 կ",Բենզին,Գյումրի,2001 ,Toyota Ipsum,2.4 
"Opel Vectra, 1.6 լ, 2000 թ., գազ","$2,200 ","Էրեբունի, 2000 թ., 310,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:04",", 310,000 կ",Բենզին,Էրեբունի,2000 ,Opel Vectra,1.6 
"Nissan Tiida հետչբեք, 1.8 լ, 2008 թ.","$6,700 ","Էրեբունի, 2008 թ., 210,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:04",", 210,000 կ",Բենզին,Էրեբունի,2008 ,Nissan Tiida հետչբեք,1.8 
"Hyundai Elantra, 2.0 լ, 2019 թ.","$13,500 ","Վանաձոր, 2019 թ., 31,200 մղոն, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:04",", 31,200 մղո",Բենզին,Վանաձոր,2019 ,Hyundai Elantra,2.0 
"Acura ILX, 2.4 լ, 2018 թ.","$9,000 Դիլեր","Ավան, 2018 թ., 46,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:04",", 46,000 կ",Բենզին,Ավան,2018 ,Acura ILX,2.4 
"Volkswagen Passat CC, 2.0 լ, 2010 թ.","$8,200 ","Մալաթիա Սեբաստիա, 2010 թ., 170,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:04",ա Սեբաստի,2010 ,Մալա,,Volkswagen Passat CC,2.0 
"MINI Cooper S հետչբեք, 1.6 լ, 2013 թ.","$18,000 Դիլեր","Ավան, 2013 թ., 50,400 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:04",", 50,400 կ",Բենզին,Ավան,2013 ,MINI Cooper S հետչբեք,1.6 
"BMW i3 հետչբեք, 0.7 լ, 2015 թ.","$14,000 Դիլեր","Ավան, 2015 թ., 112,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:04",", 112,000 կ",Բենզին,Ավան,2015 ,BMW i3 հետչբեք,0.7 
"Chevrolet Malibu, 1.5 լ, 2018 թ.","$14,000 Դիլեր","Ավան, 2018 թ., 61,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:04",", 61,000 կ",Բենզին,Ավան,2018 ,Chevrolet Malibu,1.5 
"Opel Astra ունիվերսալ, 1.6 լ, 1998 թ., գազ","$6,000 ","Կենտրոն, 1998 թ., 160,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:04",", 160,000 կ",Բենզին,Կենտրոն,1998 ,Opel Astra ունիվերսա,
"GAZ (ГАЗ) 21 Volga, 2.4 լ, 1959 թ., գազ","$2,300 ","Լանջիկ, 1959 թ., 180,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:04",", 180,000 կ",Բենզին,Լանջիկ,1959 ,GAZ (ГАЗ) 21 Volga,2.4 
"Toyota Noah, 2.0 լ, 2005 թ.","$7,700 ","Նոր Նորք, 2005 թ., 190,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:04",", 190,000 կ",Բենզին,Նոր Նորք,2005 ,Toyota Noah,2.0 
"Toyota RAV4, 2.5 լ, լիաքարշ, 2021 թ.","$35,000 ","Կենտրոն, 2021 թ., 3800 մղոն, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:04",", 3800 մղո",Բենզին,Կենտրոն,2021 ,Toyota RAV4,2.5 
"Mercedes-Benz E-Class, 3.2 լ, 2002 թ., գազ","$8,100 ","Արմավիր, 2002 թ., 190,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:04",", 190,000 կ",Բենզին,Արմավիր,2002 ,Mercedes-Benz E-Class,3.2 
"Mazda CX-5, 2.5 լ, լիաքարշ, 2021 թ.","$32,000 ","Կենտրոն, 2021 թ., 1100 մղոն, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:04",", 1100 մղո",Բենզին,Կենտրոն,2021 ,Mazda CX-5,2.5 
"Opel Zafira, 2.2 լ, 2002 թ., գազ","$5,000 ","Մալաթիա Սեբաստիա, 2002 թ., 250,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:03",ա Սեբաստի,2002 ,Մալա,,Opel Zafira,2.2 
"Mercedes-Benz E-Class, 2.6 լ, 1994 թ., գազ","$1,450 ","Աշտարակ, 1994 թ., 222,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:03",", 222,000 կ",Բենզին,Աշտարակ,1994 ,Mercedes-Benz E-Class,2.6 
"Kia Forte, 2.0 լ, 2019 թ., գազ","$15,500 ","Մալաթիա Սեբաստիա, 2019 թ., 40,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:03",ա Սեբաստի,2019 ,Մալա,,Kia Forte,2.0 
"Toyota Ipsum, 2.4 լ, 2008 թ.","$11,500 ","Չարենցավան, 2008 թ., 138,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:03",", 138,000 կ",Բենզին,Չարենցավան,2008 ,Toyota Ipsum,2.4 
"UAZ (УАЗ) 452, 2.4 լ, լիաքարշ, 1987 թ., գազ","$4,000 ","Ողջաբերդ, 1987 թ., 290,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:03",", 290,000 կ",Բենզին,Ողջաբերդ,1987 ,UAZ (УАЗ) 452,2.4 
"GAZ (ГАЗ) 3110 Volga, 2.4 լ, 2001 թ., գազ","800,000 ֏ ","Ողջաբերդ, 2001 թ., 290,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:03",", 290,000 կ",Բենզին,Ողջաբերդ,2001 ,GAZ (ГАЗ) 3110 Volga,2.4 
"Opel Astra հետչբեք, 1.8 լ, 2002 թ.","$6,500 ","Իջևան, 2002 թ., 115,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:03",", 115,000 կ",Բենզին,Իջևան,2002 ,Opel Astra հետչբեք,1.8 
"Kia Sorento, 3.8 լ, լիաքարշ, 2006 թ., գազ","$8,900 ","Նորք Մարաշ, 2006 թ., 180,000 մղոն, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:03",", 180,000 մղո",Բենզին,Նորք Մարաշ,2006 ,Kia Sorento,3.8 
"VAZ (Lada) 2115, 1.5 լ, 1998 թ., գազ","$3,000 ","Էրեբունի, 1998 թ., 150,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:03",", 150,000 կ",Բենզին,Էրեբունի,1998 ,VAZ (Lada) 2115,1.5 
"Toyota Camry, 2.5 լ, 2021 թ.","$34,000 ","Մալաթիա Սեբաստիա, 2021 թ., 22,000 մղոն, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:03",ա Սեբաստի,2021 ,Մալա,,Toyota Camry,2.5 
"Nissan Kicks, 1.6 լ, 2020 թ.","$15,500 Դիլեր","Նոր Նորք, 2020 թ., 50,000 մղոն, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:03",", 50,000 մղո",Բենզին,Նոր Նորք,2020 ,Nissan Kicks,1.6 
"Volkswagen Jetta, 2.0 լ, 1999 թ., գազ","$3,600 ","Դսեղ, 1999 թ., 280,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:02",", 280,000 կ",Բենզին,Դսեղ,1999 ,Volkswagen Jetta,2.0 
"Kia Forte, 2.0 լ, 2020 թ.","$18,000 ","Գյումրի, 2020 թ., 23,000 մղոն, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:02",", 23,000 մղո",Բենզին,Գյումրի,2020 ,Kia Forte,2.0 
"Mazda CX-9, 2.5 լ, լիաքարշ, 2019 թ.","$31,000 Դիլեր","Դավիթաշեն, 2019 թ., 58,000 մղոն, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:02",շե,2019 ,Դավի,,Mazda CX-9,2.5 
"Opel Astra, 1.4 լ, 1999 թ., գազ","$4,500 ","Գյումրի, 1999 թ., 330,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:02",", 330,000 կ",Բենզին,Գյումրի,1999 ,Opel Astra,1.4 
"Mercedes-Benz 320, 3.2 լ, 1994 թ., գազ","$5,000 ","Մալաթիա Սեբաստիա, 1994 թ., 280,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:02",ա Սեբաստի,1994 ,Մալա,,Mercedes-Benz 320,3.2 
"Toyota Camry, 2.5 լ, 2021 թ.","$28,500 ","Արմավիր, 2021 թ., 9700 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:02",", 9700 կ",Բենզին,Արմավիր,2021 ,Toyota Camry,2.5 
"Honda CR-V, 2.0 լ, լիաքարշ, 2000 թ., գազ","$4,700 ","Արաբկիր, 2000 թ., 300,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:02",", 300,000 կ",Բենզին,Արաբկիր,2000 ,Honda CR-V,2.0 
"Mercedes-Benz S-Class, 3.2 լ, 1997 թ.","$8,000 ","Դիլիջան, 1997 թ., 240,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:02",", 240,000 կ",Բենզին,Դիլիջան,1997 ,Mercedes-Benz S-Class,3.2 
"Kia Sportage, 2.4 լ, լիաքարշ, 2019 թ.","$21,500 ","Նոր Նորք, 2019 թ., 80,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:02",", 80,000 կ",Բենզին,Նոր Նորք,2019 ,Kia Sportage,2.4 
"Ford Fusion (North America), 2.0 լ, 2013 թ.","$11,900 ","Կենտրոն, 2013 թ., 192,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:02",", 192,000 կ",Բենզին,Կենտրոն,2013 ,Ford Fusion (North America),2.0 
"Mazda CX-5, 2.5 լ, լիաքարշ, 2020 թ.","$21,500 ","Նոր Նորք, 2020 թ., 60,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:02",", 60,000 կ",Բենզին,Նոր Նորք,2020 ,Mazda CX-5,2.5 
"Jeep Compass, 2.4 լ, լիաքարշ, 2018 թ., գազ","$20,000 ","Արաբկիր, 2018 թ., 43,000 մղոն, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:02",", 43,000 մղո",Բենզին,Արաբկիր,2018 ,Jeep Compass,2.4 
"Infiniti G25, 2.5 լ, լիաքարշ, 2010 թ., գազ","$9,000 ","Աշտարակ, 2010 թ., 240,000 մղոն, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:01",", 240,000 մղո",Բենզին,Աշտարակ,2010 ,Infiniti G25,2.5 
"BMW 4 Series կուպե, 2.0 լ, 2016 թ.","$25,900 ","Քանաքեռավան, 2016 թ., 107,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:01",", 107,000 կ",Բենզին,Քանաքեռավան,2016 ,BMW 4 Series կուպե,2.0 
"Opel Zafira, 1.8 լ, 2002 թ., գազ","$6,500 ","Արարատ, 2002 թ., 310,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:01",", 310,000 կ",Բենզին,Արարատ,2002 ,Opel Zafira,1.8 
"Nissan Altima, 2.5 լ, 2007 թ., գազ","$8,100 ","Կենտրոն, 2007 թ., 250,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:01",", 250,000 կ",Բենզին,Կենտրոն,2007 ,Nissan Altima,2.5 
"Mitsubishi Pajero IO, 1.8 լ, լիաքարշ, 1999 թ., գազ","$4,500 ","Վեդի, 1999 թ., 280,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:01",", 280,000 կ",Բենզին,Վեդի,1999 ,Mitsubishi Pajero IO,1.8 
"Mercedes-Benz 320, 3.2 լ, 2002 թ., գազ","$11,400 ","Էջմիածին, 2002 թ., 140,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:01",", 140,000 կ",Բենզին,Էջմիածին,2002 ,Mercedes-Benz 320,3.2 
"Nissan Teana, 2.5 լ, լիաքարշ, 2004 թ., գազ","$4,500 ","Աջափնյակ, 2004 թ., 240,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:01",", 240,000 կ",Բենզին,Աջափնյակ,2004 ,Nissan Teana,2.5 
"Opel Combo, 1.4 լ, դիզել, 2004 թ.","$5,600 ","Բերդ, 2004 թ., 123,000 կմ, Դիզել","Կիրակի, Ապրիլ 14, 2024 21:01",", 123,000 կ",Դիզել,Բերդ,2004 ,Opel Combo,1.4 
"Kia Forte կուպե, 2.0 լ, 2012 թ., գազ","$7,700 ","Արաբկիր, 2012 թ., 148,000 մղոն, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:01",", 148,000 մղո",Բենզին,Արաբկիր,2012 ,Kia Forte կուպե,2.0 
"Dodge Dart, 2.4 լ, 2016 թ., գազ","$9,500 ","Սպիտակ, 2016 թ., 50,000 մղոն, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:00",", 50,000 մղո",Բենզին,Սպիտակ,2016 ,Dodge Dart,2.4 
"Mazda CX-7, 2.3 լ, 2006 թ.","$9,700 ","Գյումրի, 2006 թ., 178,000 մղոն, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:00",", 178,000 մղո",Բենզին,Գյումրի,2006 ,Mazda CX-7,2.3 
"Fiat 500X, 1.3 լ, լիաքարշ, 2020 թ.","$26,000 ","Դավիթաշեն, 2020 թ., 19,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:00",շե,2020 ,Դավի,,Fiat 500X,1.3 
"Nissan Rogue Sport, 2.0 լ, լիաքարշ, 2017 թ.","$14,500 ","Սպիտակ, 2017 թ., 19,000 մղոն, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:00",", 19,000 մղո",Բենզին,Սպիտակ,2017 ,Nissan Rogue Sport,2.0 
"VAZ (Lada) 2113 հետչբեք, 1.5 լ, 2012 թ., գազ","$5,700 ","Վանաձոր, 2012 թ., 270,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:00",", 270,000 կ",Բենզին,Վանաձոր,2012 ,VAZ (Lada) 2113 հետչբեք,1.5 
"Toyota Corolla, 2.0 լ, 2020 թ., գազ","$19,000 ","Կենտրոն, 2020 թ., 80,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:00",", 80,000 կ",Բենզին,Կենտրոն,2020 ,Toyota Corolla,2.0 
"VAZ (Lada) 2121 Niva, 1.7 լ, լիաքարշ, 2010 թ., գազ","$6,600 ","Արաբկիր, 2010 թ., 38,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:00",", 38,000 կ",Բենզին,Արաբկիր,2010 ,VAZ (Lada) 2121 Niva,1.7 
"Nissan Patrol, 5.6 լ, լիաքարշ, 2011 թ.","$35,000 ","Սևան, 2011 թ., 84,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:00",", 84,000 կ",Բենզին,Սևան,2011 ,Nissan Patrol,5.6 
"Mercedes-Benz C-Class, 1.8 լ, 2001 թ., գազ","$6,000 ","Սպիտակ, 2001 թ., 250,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:00",", 250,000 կ",Բենզին,Սպիտակ,2001 ,Mercedes-Benz C-Class,1.8 
"Mercedes-Benz G-Class, 5.0 լ, լիաքարշ, 2000 թ., գազ","$22,000 ","Կենտրոն, 2000 թ., 430,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:00",", 430,000 կ",Բենզին,Կենտրոն,2000 ,Mercedes-Benz G-Class,5.0 
"Hyundai Elantra, 2.0 լ, 2017 թ., գազ","$12,500 ","Ավան, 2017 թ., 103,000 մղոն, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:00",", 103,000 մղո",Բենզին,Ավան,2017 ,Hyundai Elantra,2.0 
"BMW X5, 3.0 լ, լիաքարշ, 2002 թ., գազ","$8,500 ","Արևշատ, 2002 թ., 250,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 20:59",", 250,000 կ",Բենզին,Արևշատ,2002 ,BMW X5,3.0 
"Nissan Rogue, 2.5 լ, լիաքարշ, 2019 թ.","$19,800 ","Նոր Նորք, 2019 թ., 30,000 մղոն, Բենզին","Կիրակի, Ապրիլ 14, 2024 20:59",", 30,000 մղո",Բենզին,Նոր Նորք,2019 ,Nissan Rogue,2.5 
"Mazda 6, 2.5 լ, 2017 թ.","$18,300 ","Նոր Նորք, 2017 թ., 56,000 մղոն, Բենզին","Կիրակի, Ապրիլ 14, 2024 20:59",", 56,000 մղո",Բենզին,Նոր Նորք,2017 ,Mazda 6,2.5 
"Mazda 6, 2.5 լ, 2017 թ.","$16,800 ","Նոր Նորք, 2017 թ., 55,700 մղոն, Բենզին","Կիրակի, Ապրիլ 14, 2024 20:59",", 55,700 մղո",Բենզին,Նոր Նորք,2017 ,Mazda 6,2.5 
"Opel Astra, 1.4 լ, 1992 թ., գազ","$2,500 ","Ստեփանավան, 1992 թ., 300,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 20:59",", 300,000 կ",Բենզին,Ստեփանավան,1992 ,Opel Astra,1.4 
"Mercedes-Benz E-Class, 2.0 լ, 2001 թ.","$7,200 ","Հրազդան, 2001 թ., 170,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 20:59",", 170,000 կ",Բենզին,Հրազդան,2001 ,Mercedes-Benz E-Class,2.0 
"Opel Astra ունիվերսալ, 1.6 լ, 1999 թ., գազ","$2,500 ","Էջմիածին, 1999 թ., 200,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 20:59",", 200,000 կ",Բենզին,Էջմիածին,1999 ,Opel Astra ունիվերսա,
"BMW 5 Series, 2.5 լ, 2006 թ.","$8,400 ","Ճամբարակ, 2006 թ., 222,700 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 20:59",", 222,700 կ",Բենզին,Ճամբարակ,2006 ,BMW 5 Series,2.5 
"Toyota Camry, 2.5 լ, 2020 թ.","$22,200 ","Արաբկիր, 2020 թ., 37,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 20:59",", 37,000 կ",Բենզին,Արաբկիր,2020 ,Toyota Camry,2.5 
"Mercedes-Benz E-Class, 3.2 լ, 2002 թ., գազ","$9,500 ","Արտաշատ, 2002 թ., 170,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 20:59",", 170,000 կ",Բենզին,Արտաշատ,2002 ,Mercedes-Benz E-Class,3.2 
"Volkswagen Golf հետչբեք, 2.0 լ, 1994 թ., գազ","1,000,000 ֏ ","Եղեգնաձոր, 1994 թ., 90,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 20:59",", 90,000 կ",Բենզին,Եղեգնաձոր,1994 ,Volkswagen Golf հետչբեք,2.0 
"Kia K5, 1.6 լ, 2021 թ.","$31,000 ","Արտաշատ, 2021 թ., 26,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 20:59",", 26,000 կ",Բենզին,Արտաշատ,2021 ,Kia K5,1.6 
"Opel Astra հետչբեք, 1.8 լ, 1999 թ., գազ","$4,500 ","Արտաշատ, 1999 թ., 150,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 20:59",", 150,000 կ",Բենզին,Արտաշատ,1999 ,Opel Astra հետչբեք,1.8 
"Nissan Teana, 2.3 լ, 2004 թ., գազ","$6,500 ","Աջափնյակ, 2004 թ., 224,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 20:59",", 224,000 կ",Բենզին,Աջափնյակ,2004 ,Nissan Teana,2.3 
"Ford Fusion (North America), 2.5 լ, 2013 թ., գազ","$10,500 ","Աջափնյակ, 2013 թ., 238,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 20:59",", 238,000 կ",Բենզին,Աջափնյակ,2013 ,Ford Fusion (North America),2.5 
"Opel Vectra, 1.8 լ, 1996 թ., գազ","1,200,000 ֏ ","Գյումրի, 1996 թ., 270,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 20:58",", 270,000 կ",Բենզին,Գյումրի,1996 ,Opel Vectra,1.8 
"Tesla Model S, էլեկտրական, լիաքարշ, 2020 թ.","$64,000 ","Կենտրոն, 2020 թ., 40,000 կմ, էլեկտրական","Կիրակի, Ապրիլ 14, 2024 20:58",", 40,000 կ",էլեկտրական,Կենտրոն,2020 ,Tesla Model S,էլեկտրական
"Audi A4, 2.0 լ, լիաքարշ, 2017 թ.","$26,000 ","Դավիթաշեն, 2017 թ., 92,000 մղոն, Բենզին","Կիրակի, Ապրիլ 14, 2024 20:58",շե,2017 ,Դավի,,Audi A4,2.0 
"Mazda 6, 2.5 լ, 2019 թ.","$19,000 ","Դավիթաշեն, 2019 թ., 61,300 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 20:58",շե,2019 ,Դավի,,Mazda 6,2.5 
"Opel Frontera, 2.2 լ, լիաքարշ, 2000 թ.","$6,700 ","Արաբկիր, 2000 թ., 250,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 20:58",", 250,000 կ",Բենզին,Արաբկիր,2000 ,Opel Frontera,2.2 
"Jeep Wrangler, 3.6 լ, լիաքարշ, 2014 թ.","$35,000 ","Բալահովիտ, 2014 թ., 56,000 մղոն, Բենզին","Կիրակի, Ապրիլ 14, 2024 20:58",", 56,000 մղո",Բենզին,Բալահովիտ,2014 ,Jeep Wrangler,3.6 
"Toyota C-HR, 2.0 լ, 2018 թ.","$19,000 ","Կենտրոն, 2018 թ., 35,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 20:58",", 35,000 կ",Բենզին,Կենտրոն,2018 ,Toyota C-HR,2.0 
"Mitsubishi Airtrek, 2.0 լ, 2004 թ., գազ","$6,700 ","Էջմիածին, 2004 թ., 160,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 20:58",", 160,000 կ",Բենզին,Էջմիածին,2004 ,Mitsubishi Airtrek,2.0 
"Ford Fusion (North America), 2.0 լ, 2013 թ.","$10,000 ","Մալաթիա Սեբաստիա, 2013 թ., 180,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 20:58",ա Սեբաստի,2013 ,Մալա,,Ford Fusion (North America),2.0 
"BMW X6, 3.0 լ, լիաքարշ, 2019 թ.","$48,000 ","Արաբկիր, 2019 թ., 70,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 20:58",", 70,000 կ",Բենզին,Արաբկիր,2019 ,BMW X6,3.0 
"Nissan Skyline, 2.5 լ, 2007 թ., գազ","$10,000 ","Նոր Նորք, 2007 թ., 250,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 20:58",", 250,000 կ",Բենզին,Նոր Նորք,2007 ,Nissan Skyline,2.5 
