Car,price,details,post_date
"Kia Forte, 2.0 լ, 2019 թ., գազ","$15,500 ","Մալաթիա Սեբաստիա, 2019 թ., 40,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:03"
"Toyota Ipsum, 2.4 լ, 2008 թ.","$11,500 ","Չարենցավան, 2008 թ., 138,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:03"
"UAZ (УАЗ) 452, 2.4 լ, լիաքարշ, 1987 թ., գազ","$4,000 ","Ողջաբերդ, 1987 թ., 290,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:03"
"GAZ (ГАЗ) 3110 Volga, 2.4 լ, 2001 թ., գազ","800,000 ֏ ","Ողջաբերդ, 2001 թ., 290,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:03"
"Opel Astra հետչբեք, 1.8 լ, 2002 թ.","$6,500 ","Իջևան, 2002 թ., 115,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:03"
"Kia Sorento, 3.8 լ, լիաքարշ, 2006 թ., գազ","$8,900 ","Նորք Մարաշ, 2006 թ., 180,000 մղոն, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:03"
"VAZ (Lada) 2115, 1.5 լ, 1998 թ., գազ","$3,000 ","Էրեբունի, 1998 թ., 150,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:03"
"Toyota Camry, 2.5 լ, 2021 թ.","$34,000 ","Մալաթիա Սեբաստիա, 2021 թ., 22,000 մղոն, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:03"
"Nissan Kicks, 1.6 լ, 2020 թ.","$15,500 Դիլեր","Նոր Նորք, 2020 թ., 50,000 մղոն, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:03"
"Volkswagen Jetta, 2.0 լ, 1999 թ., գազ","$3,600 ","Դսեղ, 1999 թ., 280,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:02"
"Kia Forte, 2.0 լ, 2020 թ.","$18,000 ","Գյումրի, 2020 թ., 23,000 մղոն, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:02"
"Mazda CX-9, 2.5 լ, լիաքարշ, 2019 թ.","$31,000 Դիլեր","Դավիթաշեն, 2019 թ., 58,000 մղոն, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:02"
"Opel Astra, 1.4 լ, 1999 թ., գազ","$4,500 ","Գյումրի, 1999 թ., 330,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:02"
"Mercedes-Benz 320, 3.2 լ, 1994 թ., գազ","$5,000 ","Մալաթիա Սեբաստիա, 1994 թ., 280,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:02"
"Toyota Camry, 2.5 լ, 2021 թ.","$28,500 ","Արմավիր, 2021 թ., 9700 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:02"
"Honda CR-V, 2.0 լ, լիաքարշ, 2000 թ., գազ","$4,700 ","Արաբկիր, 2000 թ., 300,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:02"
"Mercedes-Benz S-Class, 3.2 լ, 1997 թ.","$8,000 ","Դիլիջան, 1997 թ., 240,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:02"
"Kia Sportage, 2.4 լ, լիաքարշ, 2019 թ.","$21,500 ","Նոր Նորք, 2019 թ., 80,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:02"
"Ford Fusion (North America), 2.0 լ, 2013 թ.","$11,900 ","Կենտրոն, 2013 թ., 192,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:02"
"Mazda CX-5, 2.5 լ, լիաքարշ, 2020 թ.","$21,500 ","Նոր Նորք, 2020 թ., 60,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:02"
"Jeep Compass, 2.4 լ, լիաքարշ, 2018 թ., գազ","$20,000 ","Արաբկիր, 2018 թ., 43,000 մղոն, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:02"
"Infiniti G25, 2.5 լ, լիաքարշ, 2010 թ., գազ","$9,000 ","Աշտարակ, 2010 թ., 240,000 մղոն, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:01"
"BMW 4 Series կուպե, 2.0 լ, 2016 թ.","$25,900 ","Քանաքեռավան, 2016 թ., 107,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:01"
"Opel Zafira, 1.8 լ, 2002 թ., գազ","$6,500 ","Արարատ, 2002 թ., 310,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:01"
"Nissan Altima, 2.5 լ, 2007 թ., գազ","$8,100 ","Կենտրոն, 2007 թ., 250,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:01"
"Mitsubishi Pajero IO, 1.8 լ, լիաքարշ, 1999 թ., գազ","$4,500 ","Վեդի, 1999 թ., 280,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:01"
"Mercedes-Benz 320, 3.2 լ, 2002 թ., գազ","$11,400 ","Էջմիածին, 2002 թ., 140,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:01"
"Nissan Teana, 2.5 լ, լիաքարշ, 2004 թ., գազ","$4,500 ","Աջափնյակ, 2004 թ., 240,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:01"
"Opel Combo, 1.4 լ, դիզել, 2004 թ.","$5,600 ","Բերդ, 2004 թ., 123,000 կմ, Դիզել","Կիրակի, Ապրիլ 14, 2024 21:01"
"Kia Forte կուպե, 2.0 լ, 2012 թ., գազ","$7,700 ","Արաբկիր, 2012 թ., 148,000 մղոն, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:01"
"Dodge Dart, 2.4 լ, 2016 թ., գազ","$9,500 ","Սպիտակ, 2016 թ., 50,000 մղոն, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:00"
"Mazda CX-7, 2.3 լ, 2006 թ.","$9,700 ","Գյումրի, 2006 թ., 178,000 մղոն, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:00"
"Fiat 500X, 1.3 լ, լիաքարշ, 2020 թ.","$26,000 ","Դավիթաշեն, 2020 թ., 19,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:00"
"Nissan Rogue Sport, 2.0 լ, լիաքարշ, 2017 թ.","$14,500 ","Սպիտակ, 2017 թ., 19,000 մղոն, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:00"
"VAZ (Lada) 2113 հետչբեք, 1.5 լ, 2012 թ., գազ","$5,700 ","Վանաձոր, 2012 թ., 270,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:00"
"Toyota Corolla, 2.0 լ, 2020 թ., գազ","$19,000 ","Կենտրոն, 2020 թ., 80,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:00"
"VAZ (Lada) 2121 Niva, 1.7 լ, լիաքարշ, 2010 թ., գազ","$6,600 ","Արաբկիր, 2010 թ., 38,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:00"
"Nissan Patrol, 5.6 լ, լիաքարշ, 2011 թ.","$35,000 ","Սևան, 2011 թ., 84,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:00"
"Mercedes-Benz C-Class, 1.8 լ, 2001 թ., գազ","$6,000 ","Սպիտակ, 2001 թ., 250,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:00"
"Mercedes-Benz G-Class, 5.0 լ, լիաքարշ, 2000 թ., գազ","$22,000 ","Կենտրոն, 2000 թ., 430,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:00"
"Hyundai Elantra, 2.0 լ, 2017 թ., գազ","$12,500 ","Ավան, 2017 թ., 103,000 մղոն, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:00"
"BMW X5, 3.0 լ, լիաքարշ, 2002 թ., գազ","$8,500 ","Արևշատ, 2002 թ., 250,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 20:59"
"Nissan Rogue, 2.5 լ, լիաքարշ, 2019 թ.","$19,800 ","Նոր Նորք, 2019 թ., 30,000 մղոն, Բենզին","Կիրակի, Ապրիլ 14, 2024 20:59"
"Mazda 6, 2.5 լ, 2017 թ.","$18,300 ","Նոր Նորք, 2017 թ., 56,000 մղոն, Բենզին","Կիրակի, Ապրիլ 14, 2024 20:59"
"Mazda 6, 2.5 լ, 2017 թ.","$16,800 ","Նոր Նորք, 2017 թ., 55,700 մղոն, Բենզին","Կիրակի, Ապրիլ 14, 2024 20:59"
"Opel Astra, 1.4 լ, 1992 թ., գազ","$2,500 ","Ստեփանավան, 1992 թ., 300,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 20:59"
"Mercedes-Benz E-Class, 2.0 լ, 2001 թ.","$7,200 ","Հրազդան, 2001 թ., 170,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 20:59"
"Opel Astra ունիվերսալ, 1.6 լ, 1999 թ., գազ","$2,500 ","Էջմիածին, 1999 թ., 200,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 20:59"
"BMW 5 Series, 2.5 լ, 2006 թ.","$8,400 ","Ճամբարակ, 2006 թ., 222,700 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 20:59"
"Toyota Camry, 2.5 լ, 2020 թ.","$22,200 ","Արաբկիր, 2020 թ., 37,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 20:59"
"Mercedes-Benz E-Class, 3.2 լ, 2002 թ., գազ","$9,500 ","Արտաշատ, 2002 թ., 170,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 20:59"
"Volkswagen Golf հետչբեք, 2.0 լ, 1994 թ., գազ","1,000,000 ֏ ","Եղեգնաձոր, 1994 թ., 90,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 20:59"
"Kia K5, 1.6 լ, 2021 թ.","$31,000 ","Արտաշատ, 2021 թ., 26,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 20:59"
"Opel Astra հետչբեք, 1.8 լ, 1999 թ., գազ","$4,500 ","Արտաշատ, 1999 թ., 150,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 20:59"
"Nissan Teana, 2.3 լ, 2004 թ., գազ","$6,500 ","Աջափնյակ, 2004 թ., 224,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 20:59"
"Ford Fusion (North America), 2.5 լ, 2013 թ., գազ","$10,500 ","Աջափնյակ, 2013 թ., 238,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 20:59"
"Opel Vectra, 1.8 լ, 1996 թ., գազ","1,200,000 ֏ ","Գյումրի, 1996 թ., 270,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 20:58"
"Tesla Model S, էլեկտրական, լիաքարշ, 2020 թ.","$64,000 ","Կենտրոն, 2020 թ., 40,000 կմ, էլեկտրական","Կիրակի, Ապրիլ 14, 2024 20:58"
"Audi A4, 2.0 լ, լիաքարշ, 2017 թ.","$26,000 ","Դավիթաշեն, 2017 թ., 92,000 մղոն, Բենզին","Կիրակի, Ապրիլ 14, 2024 20:58"
"Mazda 6, 2.5 լ, 2019 թ.","$19,000 ","Դավիթաշեն, 2019 թ., 61,300 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 20:58"
"Opel Frontera, 2.2 լ, լիաքարշ, 2000 թ.","$6,700 ","Արաբկիր, 2000 թ., 250,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 20:58"
"Jeep Wrangler, 3.6 լ, լիաքարշ, 2014 թ.","$35,000 ","Բալահովիտ, 2014 թ., 56,000 մղոն, Բենզին","Կիրակի, Ապրիլ 14, 2024 20:58"
"Toyota C-HR, 2.0 լ, 2018 թ.","$19,000 ","Կենտրոն, 2018 թ., 35,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 20:58"
"Mitsubishi Airtrek, 2.0 լ, 2004 թ., գազ","$6,700 ","Էջմիածին, 2004 թ., 160,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 20:58"
"Ford Fusion (North America), 2.0 լ, 2013 թ.","$10,000 ","Մալաթիա Սեբաստիա, 2013 թ., 180,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 20:58"
"BMW X6, 3.0 լ, լիաքարշ, 2019 թ.","$48,000 ","Արաբկիր, 2019 թ., 70,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 20:58"
"Nissan Skyline, 2.5 լ, 2007 թ., գազ","$10,000 ","Նոր Նորք, 2007 թ., 250,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 20:58"
"BMW X5, 3.0 լ, լիաքարշ, 2003 թ., գազ","$9,000 ","Կենտրոն, 2003 թ., 225,000 մղոն, Բենզին","Կիրակի, Ապրիլ 14, 2024 20:58"
"Opel Vectra հետչբեք, 1.6 լ, 1999 թ., գազ","$4,100 ","Էջմիածին, 1999 թ., 223,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 20:58"
"Ford Fusion (North America), 2.5 լ, 2015 թ., գազ","$10,400 ","Ավան, 2015 թ., 205,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 20:58"
"Opel Zafira, 1.8 լ, 1999 թ., գազ","$6,500 ","Շենգավիթ, 1999 թ., 195,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 20:58"
"Opel Zafira, 1.6 լ, 2003 թ., գազ","$6,300 ","Աշտարակ, 2003 թ., 255,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 20:58"
"Chevrolet Cruze, 1.4 լ, 2018 թ.","$10,000 ","Էրեբունի, 2018 թ., 103,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 20:57"
"Volkswagen ID.6, էլեկտրական, 2022 թ.","$27,500 Դիլեր","Էրեբունի, 2022 թ., 21,000 կմ, էլեկտրական","Կիրակի, Ապրիլ 14, 2024 20:57"
"BMW 5 Series, 3.0 լ, 2004 թ., գազ","$9,500 ","Էջմիածին, 2004 թ., 330,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 20:57"
"Mercedes-Benz 190 (W201), 2.3 լ, 1991 թ., գազ","650,000 ֏ ","Վարդենիս, 1991 թ., 600,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 20:57"
"Kia Forte, 2.0 լ, 2021 թ.","$18,500 ","Էրեբունի, 2021 թ., 3000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 20:57"
"Lexus RX, 3.5 լ, լիաքարշ, 2014 թ.","$22,000 ","Արաբկիր, 2014 թ., 68,000 մղոն, Բենզին","Կիրակի, Ապրիլ 14, 2024 20:57"
"Infiniti QX4, 3.5 լ, լիաքարշ, 2001 թ., գազ","$8,800 ","Վայք, 2001 թ., 240,000 մղոն, Բենզին","Կիրակի, Ապրիլ 14, 2024 20:57"
"Mercedes-Benz S-Class, 3.2 լ, 1994 թ., գազ","$12,200 ","Աջափնյակ, 1994 թ., 113,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 20:57"
"Lexus LX, 5.7 լ, լիաքարշ, 2013 թ., գազ","$63,000 ","Էրեբունի, 2013 թ., 170,000 մղոն, Բենզին","Կիրակի, Ապրիլ 14, 2024 20:57"
"Lexus RX, 3.5 լ, լիաքարշ, 2011 թ.","$19,000 ","Կենտրոն, 2011 թ., 85,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 20:57"
"Volkswagen Vento, 1.8 լ, 1994 թ., գազ","750,000 ֏ ","Մասիս, 1994 թ., 84,500 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 20:57"
"Toyota Camry, 2.5 լ, 2012 թ., գազ","$12,800 ","Աջափնյակ, 2012 թ., 48,000 մղոն, Բենզին","Կիրակի, Ապրիլ 14, 2024 20:57"
"Mazda CX-3, 2.0 լ, լիաքարշ, 2021 թ.","$19,200 ","Մասիս, 2021 թ., 32,200 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 20:57"
"Kia Sorento, 3.5 լ, լիաքարշ, 2004 թ.","Սևան, 2004 թ., 140,000 մղոն, Բենզին","Կիրակի, Ապրիլ 14, 2024 20:57","Կիրակի, Ապրիլ 14, 2024 20:57"
"Mazda 6, 2.5 լ, 2017 թ.","$14,800 ","Ուրցաձոր, 2017 թ., 113,811 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 20:57"
"VAZ (Lada) Priora, 1.6 լ, 2008 թ., գազ","1,400,000 ֏ ","Մասիս, 2008 թ., 200,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 20:57"
"Honda Civic հետչբեք, 1.5 լ, 2018 թ.","$19,500 ","Նոր Նորք, 2018 թ., 120,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 20:57"
"Kia Sorento, 3.5 լ, լիաքարշ, 2003 թ., գազ","$7,000 ","Աբովյան, 2003 թ., 190,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 20:57"
"Toyota Land Cruiser, 4.7 լ, լիաքարշ, 2010 թ.","$44,000 ","Դավիթաշեն, 2010 թ., 150,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 20:56"
"Jeep Compass, 2.4 լ, լիաքարշ, 2019 թ.","$19,100 ","Ուրցաձոր, 2019 թ., 50,753 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 20:56"
"Mercedes-Benz G-Class, 5.0 լ, լիաքարշ, 2003 թ., գազ","$30,000 ","Արաբկիր, 2003 թ., 240,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 20:56"
"Dodge Grand Caravan ունիվերսալ, 3.6 լ, 2019 թ.","$18,000 ","Էրեբունի, 2019 թ., 190,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 20:56"
"BMW X3, 2.0 լ, 2017 թ.","$28,000 ","Մալաթիա Սեբաստիա, 2017 թ., 120,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 20:56"
"Ford F-150 փիքափ, 3.3 լ, լիաքարշ, 2018 թ.","$54,000 ","Արաբկիր, 2018 թ., 170,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 20:56"
"Dodge Charger, 3.6 լ, 2019 թ.","$33,500 ","Արաբկիր, 2019 թ., 100,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 20:56"
"Toyota Camry, 2.5 լ, 2015 թ., գազ","$15,500 ","Նոր Նորք, 2015 թ., 170,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 20:56"
"Mitsubishi Airtrek, 2.0 լ, լիաքարշ, 2002 թ., գազ","$4,500 ","Ստեփանավան, 2002 թ., 130,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 20:56"
"Mitsubishi Airtrek, 2.0 լ, լիաքարշ, 2001 թ., գազ","$6,000 ","Իջևան, 2001 թ., 270,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 20:56"
"Mercedes-Benz C-Class, 1.8 լ, 1999 թ., գազ","$5,000 ","Մասիս, 1999 թ., 354,800 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 20:56"
"Kia Sorento, 3.8 լ, 2008 թ., գազ","$8,000 ","Էրեբունի, 2008 թ., 1999 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 20:56"
"Mercedes-Benz GLC-Class, 3.0 լ, լիաքարշ, 2019 թ.","$52,000 ","Աշտարակ, 2019 թ., 9000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 20:56"
"Kia Optima, 2.4 լ, 2018 թ.","$15,000 ","Շենգավիթ, 2018 թ., 42,000 մղոն, Բենզին","Կիրակի, Ապրիլ 14, 2024 20:56"
"Ford Focus հետչբեք, 2.0 լ, 2018 թ.","$10,000 ","Էրեբունի, 2018 թ., 128,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 20:56"
"Toyota Camry, 1.8 լ, 2016 թ., գազ","Աշտարակ, 2016 թ., 75,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 20:56","Կիրակի, Ապրիլ 14, 2024 20:56"
"Chevrolet Volt հետչբեք, 1.4 լ, հիբրիդ, 2013 թ.","$10,000 ","Աջափնյակ, 2013 թ., 115,000 մղոն, Հիբրիդ","Կիրակի, Ապրիլ 14, 2024 20:56"
"Hyundai H1, 2.5 լ, դիզել, 1999 թ.","$5,200 ","Գյումրի, 1999 թ., 210,000 կմ, Դիզել","Կիրակի, Ապրիլ 14, 2024 20:56"
"Subaru Crosstrek, 2.0 լ, լիաքարշ, 2018 թ.","$16,000 ","Աբովյան, 2018 թ., 59,000 մղոն, Բենզին","Կիրակի, Ապրիլ 14, 2024 20:56"
